id,activity_date,total_steps,active_minutes,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories
1644430081,2016-04-25,3580,105,2.6,2.6,0,0.59,0.06,1.95,0,8,1,94,1337,2497
1644430081,2016-04-26,9919,277,7.21,7.21,0,0.8,1.72,4.69,0,11,41,223,1165,3123
1644430081,2016-04-27,3032,120,2.2,2.2,0,0,0,2.2,0,0,0,118,1322,2489
1644430081,2016-04-28,9405,285,6.84,6.84,0,0.2,2.32,4.31,0,3,53,227,1157,3108
1644430081,2016-04-29,3176,122,2.31,2.31,0,0,0,2.31,0,0,0,120,1193,2498
1644430081,2016-04-30,18213,484,13.24,13.24,0,0.63,3.14,9.46,0,9,71,402,816,3846
1644430081,2016-05-01,6132,175,4.46,4.46,0,0.24,0.99,3.23,0,3,24,146,908,2696
1644430081,2016-05-02,3758,158,2.73,2.73,0,0.07,0.31,2.35,0,1,7,148,682,2580
1644430081,2016-05-03,12850,327,9.34,9.34,0,0.72,4.09,4.54,0,10,94,221,1115,3324
1644430081,2016-05-04,2309,54,1.68,1.68,0,0,0,1.66,0.02,0,0,52,1388,2222
1644430081,2016-05-05,4363,101,3.19,3.19,0,0.52,0.54,2.13,0.01,6,12,81,1341,2463
1644430081,2016-05-06,9787,388,7.12,7.12,0,0.82,0.27,6.01,0.02,11,6,369,1054,3328
1644430081,2016-05-07,13372,303,9.72,9.72,0,3.26,0.79,5.67,0.01,41,17,243,1139,3404
1644430081,2016-05-08,6724,297,4.89,4.89,0,0,0,4.88,0,0,0,295,991,2987
1644430081,2016-05-09,6643,343,4.83,4.83,0,2.39,0.35,2.09,0.01,32,6,303,1099,3008
1644430081,2016-05-10,9167,188,6.66,6.66,0,0.88,0.81,4.97,0.01,12,19,155,1254,2799
1644430081,2016-05-11,1329,51,0.97,0.97,0,0,0,0.95,0.01,0,0,49,713,1276
1844505072,2016-04-12,6697,341,4.43,4.43,0,0,0,4.43,0,0,0,339,1101,2030
1844505072,2016-04-13,4929,250,3.26,3.26,0,0,0,3.26,0,0,0,248,1192,1860
1844505072,2016-04-14,7937,375,5.25,5.25,0,0,0,5.23,0,0,0,373,843,2130
1844505072,2016-04-15,3844,178,2.54,2.54,0,0,0,2.54,0,0,0,176,527,1725
1844505072,2016-04-16,3414,149,2.26,2.26,0,0,0,2.26,0,0,0,147,1293,1657
1844505072,2016-04-17,4525,211,2.99,2.99,0,0.14,0.26,2.59,0,2,8,199,1231,1793
1844505072,2016-04-18,4597,231,3.04,3.04,0,0,0.48,2.56,0,0,12,217,1211,1814
1844505072,2016-04-19,197,12,0.13,0.13,0,0,0,0.13,0,0,0,10,1430,1366
1844505072,2016-04-20,8,3,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,1349
1844505072,2016-04-21,8054,325,5.32,5.32,0,0.12,0.52,4.68,0,2,13,308,1117,2062
1844505072,2016-04-22,5372,222,3.55,3.55,0,0,0,3.55,0,0,0,220,1220,1827
1844505072,2016-04-23,3570,141,2.36,2.36,0,0,0,2.36,0,0,0,139,1301,1645
1844505072,2016-04-24,0,2,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,2016-04-25,0,2,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,2016-04-26,0,2,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,2016-04-27,4,3,0,0,0,0,0,0,0,0,0,1,1439,1348
1844505072,2016-04-28,6907,304,4.57,4.57,0,0,0,4.56,0,0,0,302,1138,1992
1844505072,2016-04-29,4920,249,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856
1844505072,2016-04-30,4014,186,2.67,2.67,0,0,0,2.65,0,0,0,184,218,1763
1844505072,2016-05-01,2573,84,1.7,1.7,0,0,0.26,1.45,0,0,7,75,585,1541
1844505072,2016-05-02,0,2,0,0,0,0,0,0,0,0,0,0,1440,1348
1844505072,2016-05-03,4059,186,2.68,2.68,0,0,0,2.68,0,0,0,184,1256,1742
1844505072,2016-05-04,2080,89,1.37,1.37,0,0,0,1.37,0,0,0,87,1353,1549
1844505072,2016-05-05,2237,122,1.48,1.48,0,0,0,1.48,0,0,0,120,1320,1589
1844505072,2016-05-06,44,4,0.03,0.03,0,0,0,0.03,0,0,0,2,1438,1351
1844505072,2016-05-07,0,2,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,2016-05-08,0,2,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,2016-05-09,0,2,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,2016-05-10,0,2,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,2016-05-11,0,2,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,2016-05-12,0,2,0,0,0,0,0,0,0,0,0,0,711,665
1927972279,2016-04-12,678,57,0.47,0.47,0,0,0,0.47,0,0,0,55,734,2220
1927972279,2016-04-13,356,34,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151
1927972279,2016-04-14,2163,99,1.5,1.5,0,0,0.4,1.1,0,0,9,88,1292,2383
1927972279,2016-04-15,980,53,0.68,0.68,0,0,0,0.68,0,0,0,51,941,2221
1927972279,2016-04-16,0,2,0,0,0,0,0,0,0,0,0,0,1440,2064
1927972279,2016-04-17,0,2,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,2016-04-18,244,19,0.17,0.17,0,0,0,0.17,0,0,0,17,1423,2111
1927972279,2016-04-19,0,2,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,2016-04-20,0,2,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,2016-04-21,0,2,0,0,0,0,0,0,0,0,0,0,1440,2064
1927972279,2016-04-22,149,12,0.1,0.1,0,0,0,0.1,0,0,0,10,1430,2093
1927972279,2016-04-23,2945,147,2.04,2.04,0,0,0,2.04,0,0,0,145,1295,2499
1927972279,2016-04-24,2090,84,1.45,1.45,0,0.07,0.24,1.14,0,1,6,75,1358,2324
1927972279,2016-04-25,152,14,0.11,0.11,0,0,0,0.11,0,0,0,12,1303,2100
1927972279,2016-04-26,3761,194,2.6,2.6,0,0,0,2.6,0,0,0,192,1058,2638
1927972279,2016-04-27,0,2,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,2016-04-28,1675,97,1.16,1.16,0,0,0,1.16,0,0,0,95,1167,2351
1927972279,2016-04-29,0,2,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,2016-04-30,0,2,0,0,0,0,0,0,0,0,0,0,1440,2064
1927972279,2016-05-01,2704,87,1.87,1.87,0,1.01,0.03,0.83,0,14,1,70,1355,2411
1927972279,2016-05-02,3790,120,2.62,2.62,0,1.16,0.3,1.16,0,16,8,94,1322,2505
1927972279,2016-05-03,1326,29,0.92,0.92,0,0.73,0,0.18,0,10,0,17,1413,2195
1927972279,2016-05-04,1786,89,1.24,1.24,0,0,0,1.24,0,0,0,87,1353,2338
1927972279,2016-05-05,0,2,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,2016-05-06,2091,110,1.45,1.45,0,0,0,1.45,0,0,0,108,1332,2383
1927972279,2016-05-07,1510,50,1.04,1.04,0,0,0,1.04,0,0,0,48,1392,2229
1927972279,2016-05-08,0,2,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,2016-05-09,0,2,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,2016-05-10,0,2,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,2016-05-11,0,2,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,2016-05-12,0,2,0,0,0,0,0,0,0,0,0,0,966,1383
2022484408,2016-04-12,11875,285,8.34,8.34,0,3.31,0.77,4.26,0,42,14,227,1157,2390
2022484408,2016-04-13,12024,342,8.5,8.5,0,2.99,0.1,5.41,0,43,5,292,1100,2601
2022484408,2016-04-14,10690,294,7.5,7.5,0,2.48,0.21,4.82,0,32,3,257,1148,2312
2022484408,2016-04-15,11034,320,8.03,8.03,0,1.94,0.31,5.78,0,27,9,282,1122,2525
2022484408,2016-04-16,10100,205,7.09,7.09,0,3.15,0.55,3.39,0,41,11,151,1237,2177
2022484408,2016-04-17,15112,390,11.4,11.4,0,3.87,0.66,6.88,0,28,29,331,1052,2782
2022484408,2016-04-18,14131,364,10.07,10.07,0,3.64,0.12,6.3,0,48,3,311,1078,2770
2022484408,2016-04-19,11548,290,8.53,8.53,0,3.29,0.24,5,0,31,7,250,1152,2489
2022484408,2016-04-20,15112,389,10.67,10.67,0,3.34,1.93,5.4,0,48,63,276,1053,2897
2022484408,2016-04-21,12453,414,8.74,8.74,0,3.33,1.11,4.31,0,104,53,255,1028,3158
2022484408,2016-04-22,12954,337,9.33,9.33,0,4.43,0.42,4.47,0,52,10,273,1105,2638
2022484408,2016-04-23,6001,251,4.21,4.21,0,0,0,4.21,0,0,0,249,1191,2069
2022484408,2016-04-24,13481,281,10.28,10.28,0,4.55,1.15,4.58,0,37,26,216,1161,2529
2022484408,2016-04-25,11369,271,8.01,8.01,0,3.33,0.22,4.46,0,44,8,217,1171,2470
2022484408,2016-04-26,10119,356,7.19,7.19,0,1.43,0.66,5.11,0,55,24,275,1086,2793
2022484408,2016-04-27,10159,323,7.13,7.13,0,1.04,0.97,5.12,0,19,20,282,1119,2463
2022484408,2016-04-28,10140,319,7.12,7.12,0,0.41,1.33,5.39,0,6,20,291,1123,2296
2022484408,2016-04-29,10245,344,7.19,7.19,0,0.48,1.21,5.5,0,21,40,281,1098,2611
2022484408,2016-04-30,18387,399,12.91,12.91,0,0.94,1.4,10.57,0,13,23,361,1043,2732
2022484408,2016-05-01,10538,300,7.4,7.4,0,1.94,0.96,4.5,0,25,28,245,1142,2380
2022484408,2016-05-02,10379,323,7.29,7.29,0,2.61,0.34,4.33,0,36,8,277,1119,2473
2022484408,2016-05-03,12183,338,8.74,8.74,0,3.99,0.46,4.28,0,72,14,250,1104,2752
2022484408,2016-05-04,11768,337,8.29,8.29,0,2.51,0.93,4.85,0,36,27,272,1105,2649
2022484408,2016-05-05,11895,330,8.35,8.35,0,2.79,0.86,4.7,0,55,20,253,1112,2609
2022484408,2016-05-06,10227,338,7.18,7.18,0,1.87,0.67,4.64,0,24,17,295,1104,2498
2022484408,2016-05-07,6708,173,4.71,4.71,0,1.61,0.08,3.02,0,20,2,149,1269,1995
2022484408,2016-05-08,3292,137,2.31,2.31,0,0,0,2.31,0,0,0,135,1305,1848
2022484408,2016-05-09,13379,381,9.39,9.39,0,2.12,1.63,5.64,0,35,47,297,1061,2709
2022484408,2016-05-10,12798,358,8.98,8.98,0,2.22,1.21,5.56,0,57,28,271,1084,2797
2022484408,2016-05-11,13272,309,9.32,9.32,0,4.18,1.15,3.99,0,58,25,224,1133,2544
2022484408,2016-05-12,9117,270,6.41,6.41,0,1.28,0.67,4.44,0,16,16,236,728,1853
2026352035,2016-04-12,4414,194,2.74,2.74,0,0.19,0.35,2.2,0,3,8,181,706,1459
2026352035,2016-04-13,4993,240,3.1,3.1,0,0,0,3.1,0,0,0,238,663,1521
2026352035,2016-04-14,3335,199,2.07,2.07,0,0,0,2.05,0,0,0,197,653,1431
2026352035,2016-04-15,3821,190,2.37,2.37,0,0,0,2.37,0,0,0,188,687,1444
2026352035,2016-04-16,2547,152,1.58,1.58,0,0,0,1.58,0,0,0,150,728,1373
2026352035,2016-04-17,838,62,0.52,0.52,0,0,0,0.52,0,0,0,60,1053,1214
2026352035,2016-04-18,3325,184,2.06,2.06,0,0,0,2.06,0,0,0,182,1062,1419
2026352035,2016-04-19,2424,143,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356
2026352035,2016-04-20,7222,329,4.48,4.48,0,0,0,4.48,0,0,0,327,623,1667
2026352035,2016-04-21,2467,155,1.53,1.53,0,0,0,1.53,0,0,0,153,749,1370
2026352035,2016-04-22,2915,164,1.81,1.81,0,0,0,1.81,0,0,0,162,712,1399
2026352035,2016-04-23,12357,434,7.71,7.71,0,0,0,7.71,0,0,0,432,458,1916
2026352035,2016-04-24,3490,166,2.16,2.16,0,0,0,2.16,0,0,0,164,704,1401
2026352035,2016-04-25,6017,262,3.73,3.73,0,0,0,3.73,0,0,0,260,821,1576
2026352035,2016-04-26,5933,290,3.68,3.68,0,0,0,3.68,0,0,0,288,1018,1595
2026352035,2016-04-27,6088,288,3.77,3.77,0,0,0,3.77,0,0,0,286,586,1593
2026352035,2016-04-28,6375,333,3.95,3.95,0,0,0,3.95,0,0,0,331,626,1649
2026352035,2016-04-29,7604,354,4.71,4.71,0,0,0,4.71,0,0,0,352,492,1692
2026352035,2016-04-30,4729,235,2.93,2.93,0,0,0,2.93,0,0,0,233,594,1506
2026352035,2016-05-01,3609,193,2.28,2.28,0,0,0,2.28,0,0,0,191,716,1447
2026352035,2016-05-02,7018,357,4.35,4.35,0,0,0,4.35,0,0,0,355,716,1690
2026352035,2016-05-03,5992,306,3.72,3.72,0,0,0,3.72,0,0,0,304,981,1604
2026352035,2016-05-04,6564,347,4.07,4.07,0,0,0,4.07,0,0,0,345,530,1658
2026352035,2016-05-05,12167,477,7.54,7.54,0,0,0,7.54,0,0,0,475,479,1926
2026352035,2016-05-06,8198,385,5.08,5.08,0,0,0,5.08,0,0,0,383,511,1736
2026352035,2016-05-07,4193,231,2.6,2.6,0,0,0,2.6,0,0,0,229,665,1491
2026352035,2016-05-08,5528,260,3.45,3.45,0,0,0,3.45,0,0,0,258,610,1555
2026352035,2016-05-09,10685,403,6.62,6.62,0,0,0,6.6,0,0,0,401,543,1869
2026352035,2016-05-10,254,19,0.16,0.16,0,0,0,0.16,0,0,0,17,1002,1141
2026352035,2016-05-11,8580,332,5.32,5.32,0,0,0,5.32,0,0,0,330,569,1698
2026352035,2016-05-12,8891,345,5.51,5.51,0,0,0,5.51,0,0,0,343,330,1364
2320127002,2016-04-12,10725,330,7.49,7.49,0,1.17,0.31,6.01,0,13,9,306,1112,2124
2320127002,2016-04-13,7275,337,4.9,4.9,0,0,0,4.9,0,0,0,335,1105,2003
2320127002,2016-04-14,3973,193,2.68,2.68,0,0,0,2.68,0,0,0,191,1249,1696
2320127002,2016-04-15,5205,247,3.51,3.51,0,0,0,3.51,0,0,0,245,1195,1801
2320127002,2016-04-16,5057,197,3.41,3.41,0,0,0,3.4,0,0,0,195,1245,1724
2320127002,2016-04-17,6198,251,4.18,4.18,0,0,0,4.18,0,0,0,249,1191,1852
2320127002,2016-04-18,6559,269,4.42,4.42,0,0,0.26,4.14,0,0,7,260,1173,1905
2320127002,2016-04-19,5997,241,4.04,4.04,0,0,0.38,3.66,0,0,11,228,1201,1811
2320127002,2016-04-20,7192,296,4.85,4.85,0,0,0.49,4.34,0,0,11,283,1146,1922
2320127002,2016-04-21,3404,140,2.29,2.29,0,0.06,0.42,1.81,0,1,10,127,1302,1610
2320127002,2016-04-22,5583,268,3.76,3.76,0,0,0,3.76,0,0,0,266,1174,1851
2320127002,2016-04-23,5079,244,3.42,3.42,0,0,0,3.42,0,0,0,242,1129,1804
2320127002,2016-04-24,4165,206,2.81,2.81,0,0,0,2.8,0,0,0,204,1236,1725
2320127002,2016-04-25,3588,162,2.42,2.42,0,0.23,0.2,1.99,0,3,5,152,1280,1654
2320127002,2016-04-26,3409,149,2.3,2.3,0,0,0,2.3,0,0,0,147,1293,1632
2320127002,2016-04-27,1715,84,1.16,1.16,0,0,0,1.16,0,0,0,82,1358,1481
2320127002,2016-04-28,1532,78,1.03,1.03,0,0,0,1.03,0,0,0,76,1364,1473
2320127002,2016-04-29,924,47,0.62,0.62,0,0,0,0.62,0,0,0,45,1395,1410
2320127002,2016-04-30,4571,236,3.08,3.08,0,0,0,3.07,0,0,0,234,1206,1779
2320127002,2016-05-01,772,42,0.52,0.52,0,0,0,0.52,0,0,0,40,1400,1403
2320127002,2016-05-02,3634,136,2.45,2.45,0,0.36,0.21,1.88,0,5,6,123,1306,1613
2320127002,2016-05-03,7443,238,5.02,5.02,0,1.49,0.37,3.16,0,20,10,206,1204,1878
2320127002,2016-05-04,1201,54,0.81,0.81,0,0,0,0.81,0,0,0,52,1388,1426
2320127002,2016-05-05,5202,236,3.51,3.51,0,0,0.39,3.11,0,0,11,223,1206,1780
2320127002,2016-05-06,4878,206,3.29,3.29,0,0,0,3.29,0,0,0,204,1236,1742
2320127002,2016-05-07,7379,321,4.97,4.97,0,0,0,4.97,0,0,0,319,1121,1972
2320127002,2016-05-08,5161,249,3.48,3.48,0,0,0,3.47,0,0,0,247,1193,1821
2320127002,2016-05-09,3090,147,2.08,2.08,0,0,0,2.08,0,0,0,145,1295,1630
2320127002,2016-05-10,6227,292,4.2,4.2,0,0,0,4.2,0,0,0,290,1150,1899
2320127002,2016-05-11,6424,302,4.33,4.33,0,0,0,4.33,0,0,0,300,1140,1903
2320127002,2016-05-12,2661,130,1.79,1.79,0,0,0,1.79,0,0,0,128,830,1125
2347167796,2016-04-12,10113,363,6.83,6.83,0,2,0.62,4.2,0,28,13,320,964,2344
2347167796,2016-04-13,10352,248,7.01,7.01,0,1.66,1.94,3.41,0,19,32,195,676,2038
2347167796,2016-04-14,10129,257,6.7,6.7,0,0.02,2.74,3.94,0,1,48,206,705,2010
2347167796,2016-04-15,10465,311,6.92,6.92,0,0.07,1.42,5.43,0,1,24,284,720,2133
2347167796,2016-04-16,22244,408,15.08,15.08,0,5.45,4.1,5.53,0,66,72,268,968,2670
2347167796,2016-04-17,5472,259,3.62,3.62,0,0.08,0.28,3.26,0,1,7,249,508,1882
2347167796,2016-04-18,8247,235,5.45,5.45,0,0.79,0.86,3.79,0,11,16,206,678,1944
2347167796,2016-04-19,6711,391,4.44,4.44,0,0,0,4.44,0,0,7,382,648,2346
2347167796,2016-04-20,10999,325,7.27,7.27,0,0.68,1.81,4.78,0,11,43,269,1011,2198
2347167796,2016-04-21,10080,259,6.75,6.75,0,1.85,1.53,3.38,0,23,26,208,761,2048
2347167796,2016-04-22,7804,244,5.16,5.16,0,0.56,1.68,2.92,0,9,27,206,781,1946
2347167796,2016-04-23,16901,429,11.37,11.37,0,2.78,1.45,7.15,0,32,35,360,591,2629
2347167796,2016-04-24,9471,362,6.26,6.26,0,0,0,6.26,0,0,0,360,584,2187
2347167796,2016-04-25,9482,305,6.38,6.38,0,1.27,0.52,4.6,0,15,11,277,653,2095
2347167796,2016-04-26,5980,229,3.95,3.95,0,0,0,3.95,0,0,0,227,732,1861
2347167796,2016-04-27,11423,332,7.58,7.58,0,1.86,0.4,5.32,0,26,9,295,623,2194
2347167796,2016-04-28,5439,231,3.6,3.6,0,0,0,3.6,0,0,0,229,764,1854
2347167796,2016-04-29,42,6,0.03,0.03,0,0,0,0.03,0,0,0,4,2,403
2873212765,2016-04-12,8796,381,5.91,5.91,0,0.11,0.93,4.88,0,2,21,356,1061,1982
2873212765,2016-04-13,7618,414,5.12,5.12,0,0,0.22,4.88,0.02,0,8,404,1028,2004
2873212765,2016-04-14,7910,333,5.32,5.32,0,0,0,5.32,0,0,0,331,1109,1893
2873212765,2016-04-15,8482,450,5.7,5.7,0,0,0,5.69,0.01,0,0,448,992,2063
2873212765,2016-04-16,9685,355,6.65,6.65,0,3.11,0.02,3.51,0.01,47,1,305,1087,2148
2873212765,2016-04-17,2524,170,1.7,1.7,0,0,0.35,1.34,0,0,8,160,1272,1529
2873212765,2016-04-18,7762,320,5.24,5.24,0,0.07,0.28,4.89,0,1,6,311,1122,1890
2873212765,2016-04-19,7948,391,5.37,5.37,0,0,0,5.36,0,0,0,389,1051,1956
2873212765,2016-04-20,9202,407,6.3,6.3,0,1.51,0.12,4.66,0.01,22,5,378,1035,2094
2873212765,2016-04-21,8859,385,5.98,5.98,0,0.13,0.37,5.47,0.01,2,10,371,1057,1970
